wine_id,region,country,region_label,grape,price,vintage_quality,winemaking_score,region_prestige,region_terroir,scarcity,oak_months,residual_sugar,alcohol,true_quality,blind_rating_expert,blind_rating_novice,blind_rating,sighted_rating,overpriced,value_wine,placebo_effect
WIN039349,Burgundy,France,Borgonha,tempranillo,45.8,5.59,5.11,9.0,8.0,4.21,23,1.8,14.4,88.3,89.3,83.9,86.6,87.6,0,0,1.0
WIN039350,generic_new_world,,Outras (novo mundo),sangiovese,21.45,5.88,6.98,3.0,5.0,4.94,29,2.9,13.9,85.5,84.6,88.6,86.6,84.2,0,0,-2.4
WIN039351,Rioja,Spain,Rioja,blend,60.74,2.57,3.44,6.0,6.0,5.89,9,2.9,13.2,75.0,76.1,70.0,73.0,75.9,1,0,2.9
WIN039352,generic_new_world,,Outras (novo mundo),merlot,23.87,9.29,5.16,3.0,5.0,8.74,10,3.7,11.6,83.5,80.6,85.4,83.0,83.1,0,0,0.1
WIN039353,Barossa,Australia,Barossa Valley,cab_sauv,33.06,3.26,8.25,6.0,6.0,8.26,1,3.6,14.6,81.4,81.7,88.4,85.1,89.2,0,0,4.1
WIN039354,generic_new_world,,Outras (novo mundo),shiraz,9.53,3.58,6.92,3.0,5.0,6.54,5,0.5,15.2,81.4,81.5,81.9,81.7,76.1,0,0,-5.6
WIN039355,Mendoza,Argentina,Mendoza,tempranillo,23.77,6.47,6.95,5.0,6.0,8.14,6,4.4,11.3,81.6,81.1,88.1,84.6,85.4,0,0,0.8
WIN039356,Barossa,Australia,Barossa Valley,merlot,54.11,3.62,5.62,6.0,6.0,10.0,8,0.5,11.8,80.5,79.6,74.0,76.8,78.7,1,0,1.9
WIN039357,Rioja,Spain,Rioja,blend,11.69,3.28,3.2,6.0,6.0,4.2,4,2.9,12.9,74.1,73.3,76.4,74.8,71.9,0,0,-2.9
WIN039358,Mendoza,Argentina,Mendoza,blend,6.05,9.31,5.21,5.0,6.0,5.81,10,0.8,13.9,85.8,88.3,88.6,88.4,84.5,0,1,-3.9
WIN039359,generic_new_world,,Outras (novo mundo),tempranillo,17.92,3.35,7.23,3.0,5.0,5.55,14,8.0,14.1,81.1,76.4,88.4,82.4,77.9,0,0,-4.5
WIN039360,Bordeaux,France,Bordeaux,blend,19.72,6.6,4.16,9.0,7.0,6.63,17,11.2,13.4,86.7,86.3,89.6,87.9,88.0,0,0,0.1
WIN039361,Barossa,Australia,Barossa Valley,pinot_noir,14.67,7.75,4.71,6.0,6.0,10.0,9,2.1,11.8,84.2,76.6,85.8,81.2,80.9,0,0,-0.3
WIN039362,generic_new_world,,Outras (novo mundo),blend,8.48,6.45,8.68,3.0,5.0,3.27,7,4.6,14.9,91.8,90.3,87.1,88.7,85.5,0,1,-3.2
WIN039363,Barossa,Australia,Barossa Valley,cab_sauv,28.01,8.23,3.66,6.0,6.0,8.22,17,4.3,14.0,85.9,87.4,78.9,83.2,85.0,0,0,1.8
WIN039364,Tuscany,Italy,Toscana,malbec,19.18,6.53,9.86,7.0,7.0,6.96,5,0.9,11.7,90.4,90.3,87.2,88.8,88.2,0,0,-0.6
WIN039365,generic_new_world,,Outras (novo mundo),sangiovese,9.87,0.83,7.54,3.0,5.0,3.54,2,1.3,16.1,77.1,76.3,81.0,78.6,78.5,0,0,-0.1
WIN039366,Barossa,Australia,Barossa Valley,blend,18.11,6.22,2.28,6.0,6.0,9.31,25,4.1,14.1,84.3,81.9,76.3,79.1,74.7,0,0,-4.4
WIN039367,Napa,United States,Napa Valley,sangiovese,28.36,5.59,5.06,8.0,7.0,5.14,1,4.2,13.5,83.0,84.4,85.5,85.0,86.0,0,0,1.0
WIN039368,generic_new_world,,Outras (novo mundo),malbec,14.49,3.88,5.24,3.0,5.0,5.6,7,2.9,11.6,76.8,73.0,72.9,73.0,70.5,0,0,-2.5
WIN039369,Burgundy,France,Borgonha,merlot,16.64,5.1,6.47,9.0,8.0,4.9,28,4.8,11.6,89.4,89.6,85.1,87.4,84.4,0,1,-3.0
WIN039370,Tuscany,Italy,Toscana,cab_sauv,39.08,7.67,3.96,7.0,7.0,6.3,10,2.4,14.0,88.1,88.5,82.6,85.6,86.5,0,0,0.9
WIN039371,Bordeaux,France,Bordeaux,blend,27.13,5.1,4.43,9.0,7.0,10.0,12,5.6,14.3,84.5,85.7,80.2,83.0,84.6,0,0,1.6
WIN039372,Bordeaux,France,Bordeaux,cab_sauv,67.85,1.8,4.49,9.0,7.0,10.0,2,3.7,15.3,75.1,75.8,79.4,77.6,80.1,1,0,2.5
WIN039373,Mendoza,Argentina,Mendoza,cab_sauv,27.98,3.59,4.59,5.0,6.0,6.61,8,2.0,14.3,78.9,81.1,81.9,81.5,83.8,0,0,2.3
WIN039374,Napa,United States,Napa Valley,tempranillo,8.01,4.88,5.97,8.0,7.0,8.54,13,12.4,13.8,87.9,88.4,96.6,92.5,89.2,0,1,-3.3
WIN039375,Napa,United States,Napa Valley,merlot,29.71,1.8,6.28,8.0,7.0,10.0,10,3.8,14.8,75.8,77.1,76.1,76.6,78.6,0,0,2.0
WIN039376,Rioja,Spain,Rioja,blend,10.36,9.1,2.68,6.0,6.0,1.37,13,1.4,12.5,87.2,86.6,87.2,86.9,84.5,0,1,-2.4
WIN039377,Burgundy,France,Borgonha,cab_sauv,17.8,6.56,5.33,9.0,8.0,4.7,9,4.0,13.4,88.4,94.8,86.2,90.5,88.7,0,0,-1.8
WIN039378,Napa,United States,Napa Valley,malbec,101.52,6.01,3.37,8.0,7.0,10.0,10,2.8,12.8,83.7,84.2,87.0,85.6,91.6,0,0,6.0
WIN039379,Napa,United States,Napa Valley,tempranillo,21.5,5.33,3.26,8.0,7.0,8.77,17,0.8,13.8,81.8,79.5,79.0,79.2,76.7,0,0,-2.5
WIN039380,generic_new_world,,Outras (novo mundo),tempranillo,7.62,3.75,6.39,3.0,5.0,8.82,30,1.1,13.0,80.7,79.3,82.6,80.9,79.4,0,0,-1.5
WIN039381,generic_new_world,,Outras (novo mundo),sangiovese,4.0,7.38,2.69,3.0,5.0,3.48,12,0.8,13.3,84.9,82.5,81.9,82.2,77.7,0,0,-4.5
WIN039382,Bordeaux,France,Bordeaux,merlot,33.1,9.79,4.28,9.0,7.0,3.53,19,0.3,13.3,90.1,86.4,89.4,87.9,87.3,0,0,-0.6
WIN039383,generic_new_world,,Outras (novo mundo),cab_sauv,15.03,5.69,4.57,3.0,5.0,3.7,20,0.2,12.1,77.8,73.3,77.9,75.6,74.4,0,0,-1.2
WIN039384,Barossa,Australia,Barossa Valley,blend,7.62,3.14,3.32,6.0,6.0,7.7,7,2.2,14.5,73.2,73.7,79.5,76.6,72.7,0,0,-3.9
WIN039385,generic_new_world,,Outras (novo mundo),malbec,14.24,6.65,3.83,3.0,5.0,3.5,2,3.3,11.7,82.0,81.8,81.3,81.6,81.5,0,0,-0.1
WIN039386,Mendoza,Argentina,Mendoza,cab_sauv,36.33,4.77,5.06,5.0,6.0,9.14,9,3.1,12.2,82.0,80.3,87.4,83.8,82.5,0,0,-1.3
WIN039387,generic_new_world,,Outras (novo mundo),blend,4.39,8.14,0.7,3.0,5.0,6.49,3,6.6,13.8,76.1,77.8,82.9,80.4,75.7,0,0,-4.7
WIN039388,Napa,United States,Napa Valley,blend,14.1,5.02,4.52,8.0,7.0,5.57,23,1.7,14.4,85.2,84.2,80.7,82.4,80.5,0,0,-1.9
WIN039389,Napa,United States,Napa Valley,cab_sauv,33.89,6.86,5.94,8.0,7.0,6.38,18,3.8,13.5,90.4,92.6,91.6,92.1,95.3,0,0,3.2
WIN039390,generic_new_world,,Outras (novo mundo),pinot_noir,8.28,5.5,2.08,3.0,5.0,5.79,6,5.2,11.6,74.1,75.7,79.4,77.6,75.9,0,0,-1.7
WIN039391,generic_new_world,,Outras (novo mundo),cab_sauv,6.87,2.82,5.98,3.0,5.0,4.6,9,1.0,13.4,77.4,78.2,82.0,80.1,77.3,0,0,-2.8
WIN039392,Bordeaux,France,Bordeaux,cab_sauv,14.12,5.92,0.97,9.0,7.0,8.74,5,3.4,15.2,78.8,75.8,77.1,76.4,72.7,0,0,-3.7
WIN039393,Bordeaux,France,Bordeaux,pinot_noir,47.72,4.66,2.63,9.0,7.0,6.52,5,2.8,13.1,80.9,78.2,82.8,80.5,86.2,1,0,5.7
WIN039394,Bordeaux,France,Bordeaux,merlot,35.67,5.04,6.2,9.0,7.0,8.75,29,4.7,16.0,92.1,93.6,86.7,90.2,90.9,0,0,0.7
WIN039395,generic_new_world,,Outras (novo mundo),shiraz,4.0,7.97,7.46,3.0,5.0,2.9,3,2.3,13.1,84.5,82.3,85.5,83.9,81.7,0,1,-2.2
WIN039396,Napa,United States,Napa Valley,merlot,43.6,3.36,2.88,8.0,7.0,10.0,7,0.8,11.8,78.1,73.9,73.4,73.6,72.9,1,0,-0.7
WIN039397,Bordeaux,France,Bordeaux,pinot_noir,27.51,5.5,4.35,9.0,7.0,7.37,16,9.5,13.3,84.6,82.4,85.8,84.1,84.6,0,0,0.5
WIN039398,Napa,United States,Napa Valley,blend,46.49,5.43,3.07,8.0,7.0,9.48,11,1.6,12.9,83.1,83.9,82.1,83.0,86.8,0,0,3.8
WIN039399,Burgundy,France,Borgonha,blend,57.35,3.47,4.44,9.0,8.0,8.28,10,0.7,13.4,88.7,88.0,84.8,86.4,89.8,0,0,3.4
WIN039400,Mendoza,Argentina,Mendoza,sangiovese,31.53,6.33,4.14,5.0,6.0,5.02,9,4.1,12.6,80.9,85.6,86.8,86.2,88.1,0,0,1.9
WIN039401,Bordeaux,France,Bordeaux,merlot,70.36,3.29,4.47,9.0,7.0,1.66,18,7.5,10.5,80.1,82.3,84.6,83.4,85.2,0,0,1.8
WIN039402,Rioja,Spain,Rioja,shiraz,16.49,4.81,1.36,6.0,6.0,3.09,13,3.0,13.8,73.6,72.3,75.1,73.7,71.9,0,0,-1.8
WIN039403,Tuscany,Italy,Toscana,shiraz,26.3,6.01,5.72,7.0,7.0,5.17,16,5.8,13.9,83.0,82.4,86.7,84.6,84.8,0,0,0.2
WIN039404,Mendoza,Argentina,Mendoza,merlot,26.32,6.84,3.16,5.0,6.0,5.56,13,1.0,14.2,78.9,74.3,80.4,77.4,77.3,0,0,-0.1
WIN039405,Bordeaux,France,Bordeaux,cab_sauv,28.01,7.52,3.74,9.0,7.0,6.45,7,7.9,13.8,85.8,84.3,84.5,84.4,84.0,0,0,-0.4
WIN039406,Mendoza,Argentina,Mendoza,blend,11.7,4.58,7.87,5.0,6.0,4.97,17,1.7,12.5,86.2,91.1,91.2,91.2,89.1,0,1,-2.1
WIN039407,Tuscany,Italy,Toscana,blend,48.6,5.08,5.84,7.0,7.0,6.71,10,2.1,13.3,82.7,86.1,84.5,85.3,89.4,0,0,4.1
WIN039408,Napa,United States,Napa Valley,pinot_noir,25.81,5.74,4.91,8.0,7.0,7.94,13,2.3,13.0,85.1,85.1,81.7,83.4,82.7,0,0,-0.7
WIN039409,generic_new_world,,Outras (novo mundo),malbec,14.83,3.9,3.02,3.0,5.0,4.2,24,0.4,15.2,76.7,80.5,77.7,79.1,77.6,0,0,-1.5
WIN039410,Rioja,Spain,Rioja,tempranillo,19.56,5.72,4.66,6.0,6.0,9.61,12,0.9,12.9,82.0,83.7,85.3,84.5,82.7,0,0,-1.8
WIN039411,generic_new_world,,Outras (novo mundo),blend,8.28,2.88,5.13,3.0,5.0,3.49,2,2.4,15.2,72.7,72.3,79.5,75.9,72.8,0,0,-3.1
WIN039412,Rioja,Spain,Rioja,blend,12.89,5.66,5.25,6.0,6.0,4.2,2,0.7,13.6,84.8,88.0,86.0,87.0,84.6,0,1,-2.4
WIN039413,Rioja,Spain,Rioja,blend,22.27,2.61,3.56,6.0,6.0,7.61,14,10.3,13.7,78.4,75.9,84.7,80.3,77.8,0,0,-2.5
WIN039414,generic_new_world,,Outras (novo mundo),cab_sauv,59.58,4.49,5.03,3.0,5.0,8.06,4,2.3,13.6,76.3,80.2,78.3,79.2,80.7,1,0,1.5
WIN039415,Bordeaux,France,Bordeaux,merlot,63.88,3.81,4.99,9.0,7.0,4.77,23,4.6,14.8,84.5,85.4,85.2,85.3,90.1,0,0,4.8
WIN039416,Mendoza,Argentina,Mendoza,pinot_noir,63.74,5.52,4.42,5.0,6.0,7.33,7,2.2,14.2,81.1,80.4,83.3,81.8,85.2,1,0,3.4
WIN039417,Barossa,Australia,Barossa Valley,pinot_noir,24.81,6.15,4.39,6.0,6.0,5.9,18,0.9,13.9,80.2,86.2,82.4,84.3,84.4,0,0,0.1
WIN039418,Rioja,Spain,Rioja,pinot_noir,14.81,3.13,3.13,6.0,6.0,3.02,9,3.8,12.7,76.5,75.7,81.6,78.6,78.7,0,0,0.1
WIN039419,generic_new_world,,Outras (novo mundo),shiraz,19.06,5.48,7.13,3.0,5.0,2.11,15,1.7,15.6,82.3,82.8,84.8,83.8,84.1,0,0,0.3
WIN039420,Rioja,Spain,Rioja,malbec,13.19,5.6,5.41,6.0,6.0,4.11,5,2.0,11.8,83.8,86.4,84.6,85.5,86.1,0,1,0.6
WIN039421,Bordeaux,France,Bordeaux,tempranillo,47.37,2.83,2.76,9.0,7.0,10.0,30,1.8,12.5,77.6,82.4,71.5,77.0,79.2,1,0,2.2
WIN039422,Burgundy,France,Borgonha,pinot_noir,37.91,4.74,9.6,9.0,8.0,6.86,10,1.0,13.6,90.0,94.3,82.3,88.3,88.9,0,0,0.6
WIN039423,Tuscany,Italy,Toscana,malbec,24.27,6.27,4.63,7.0,7.0,10.0,7,3.9,12.9,85.1,81.3,84.1,82.7,83.1,0,0,0.4
WIN039424,Napa,United States,Napa Valley,malbec,36.3,6.86,5.37,8.0,7.0,2.43,16,3.3,11.9,86.2,90.7,84.8,87.8,87.9,0,0,0.1
WIN039425,Burgundy,France,Borgonha,blend,64.74,5.1,2.06,9.0,8.0,8.5,7,3.2,14.7,82.9,83.6,81.5,82.6,83.8,0,0,1.2
WIN039426,generic_new_world,,Outras (novo mundo),cab_sauv,10.85,5.52,1.0,3.0,5.0,2.32,22,0.6,14.9,75.6,77.7,80.6,79.2,77.3,0,0,-1.9
WIN039427,Barossa,Australia,Barossa Valley,tempranillo,44.16,3.01,4.05,6.0,6.0,7.07,16,5.2,11.2,78.2,78.3,74.2,76.2,78.7,1,0,2.5
WIN039428,generic_new_world,,Outras (novo mundo),tempranillo,8.85,4.07,8.85,3.0,5.0,6.06,8,6.8,12.4,83.2,87.6,83.8,85.7,81.7,0,1,-4.0
WIN039429,Barossa,Australia,Barossa Valley,pinot_noir,6.4,5.44,5.56,6.0,6.0,4.01,30,1.4,11.2,80.9,75.8,78.2,77.0,74.1,0,0,-2.9
WIN039430,Burgundy,France,Borgonha,blend,50.03,7.69,4.51,9.0,8.0,9.44,7,2.1,15.6,88.5,91.2,88.0,89.6,92.9,0,0,3.3
WIN039431,Burgundy,France,Borgonha,sangiovese,37.22,5.55,2.08,9.0,8.0,5.35,8,2.0,13.7,85.2,88.1,90.3,89.2,90.4,0,0,1.2
WIN039432,Bordeaux,France,Bordeaux,blend,106.8,4.85,5.37,9.0,7.0,10.0,10,4.6,11.3,81.5,78.8,82.6,80.7,88.8,1,0,8.1
WIN039433,Bordeaux,France,Bordeaux,blend,64.81,3.05,3.18,9.0,7.0,8.0,12,0.5,14.9,78.9,79.2,73.0,76.1,76.0,1,0,-0.1
WIN039434,generic_new_world,,Outras (novo mundo),malbec,14.79,5.92,4.99,3.0,5.0,5.9,5,2.8,13.5,78.5,82.3,81.0,81.6,80.2,0,0,-1.4
WIN039435,generic_new_world,,Outras (novo mundo),pinot_noir,18.27,4.19,7.47,3.0,5.0,9.37,15,4.0,12.8,83.5,88.8,84.5,86.6,86.8,0,0,0.2
WIN039436,generic_new_world,,Outras (novo mundo),tempranillo,26.31,5.07,6.65,3.0,5.0,3.88,12,3.5,12.5,80.1,81.3,79.4,80.4,79.2,0,0,-1.2
WIN039437,Mendoza,Argentina,Mendoza,pinot_noir,48.59,2.16,5.28,5.0,6.0,6.59,20,5.7,13.3,85.7,87.1,88.6,87.8,89.8,0,0,2.0
WIN039438,Barossa,Australia,Barossa Valley,shiraz,10.88,5.2,4.41,6.0,6.0,7.44,15,1.5,14.1,80.6,79.0,83.3,81.2,78.1,0,0,-3.1
WIN039439,Rioja,Spain,Rioja,cab_sauv,19.4,2.65,3.88,6.0,6.0,10.0,31,7.6,13.3,79.6,79.3,81.6,80.4,81.8,0,0,1.4
WIN039440,Bordeaux,France,Bordeaux,merlot,26.33,8.02,10.0,9.0,7.0,5.85,6,1.1,14.4,93.6,94.5,89.6,92.0,92.8,0,0,0.8
WIN039441,Napa,United States,Napa Valley,blend,6.83,3.4,6.43,8.0,7.0,4.22,5,4.6,11.8,81.2,80.3,86.2,83.2,80.1,0,0,-3.1
WIN039442,Bordeaux,France,Bordeaux,shiraz,42.08,4.71,2.92,9.0,7.0,8.11,7,1.0,15.1,78.7,77.6,80.4,79.0,76.8,1,0,-2.2
WIN039443,Burgundy,France,Borgonha,sangiovese,62.84,2.36,0.55,9.0,8.0,8.36,12,4.7,13.1,76.8,74.9,82.9,78.9,84.0,1,0,5.1
WIN039444,Mendoza,Argentina,Mendoza,blend,22.31,6.32,4.9,5.0,6.0,7.51,1,2.4,13.5,80.8,79.8,84.5,82.2,81.2,0,0,-1.0
WIN039445,generic_new_world,,Outras (novo mundo),sangiovese,21.11,7.49,5.31,3.0,5.0,7.27,4,5.5,11.9,83.4,85.5,86.8,86.2,85.4,0,0,-0.8
WIN039446,Napa,United States,Napa Valley,pinot_noir,21.59,3.14,7.95,8.0,7.0,7.15,6,4.2,15.4,82.9,82.3,76.5,79.4,82.0,0,0,2.6
WIN039447,Bordeaux,France,Bordeaux,blend,149.23,6.25,8.52,9.0,7.0,9.7,11,3.1,14.0,86.5,90.0,85.4,87.7,94.3,0,0,6.6
WIN039448,generic_new_world,,Outras (novo mundo),blend,18.29,6.41,4.63,3.0,5.0,6.04,6,0.2,13.7,79.2,77.8,80.3,79.0,76.9,0,0,-2.1
WIN039449,Napa,United States,Napa Valley,blend,7.56,3.82,3.69,8.0,7.0,5.12,19,3.1,13.7,80.6,78.1,80.8,79.4,76.3,0,0,-3.1
WIN039450,Bordeaux,France,Bordeaux,blend,30.17,5.75,4.22,9.0,7.0,8.23,12,3.6,13.0,81.6,81.7,78.8,80.2,81.7,0,0,1.5
WIN039451,generic_new_world,,Outras (novo mundo),blend,50.74,5.88,3.12,3.0,5.0,8.34,6,0.5,12.2,73.8,73.5,72.7,73.1,76.0,1,0,2.9
WIN039452,Bordeaux,France,Bordeaux,malbec,36.12,6.02,2.4,9.0,7.0,8.87,7,4.4,12.9,82.2,78.6,89.9,84.2,86.8,0,0,2.6
WIN039453,Bordeaux,France,Bordeaux,shiraz,18.1,5.06,6.26,9.0,7.0,2.28,14,1.7,13.1,85.2,83.4,80.7,82.1,80.2,0,0,-1.9
WIN039454,Napa,United States,Napa Valley,tempranillo,28.21,6.0,4.78,8.0,7.0,5.01,23,0.1,13.0,81.6,79.9,82.0,81.0,82.1,0,0,1.1
WIN039455,Barossa,Australia,Barossa Valley,shiraz,9.37,1.13,6.69,6.0,6.0,3.77,19,0.0,12.3,77.6,76.0,78.8,77.4,75.4,0,0,-2.0
WIN039456,Napa,United States,Napa Valley,sangiovese,45.68,5.22,5.42,8.0,7.0,6.92,8,2.4,13.2,87.8,92.8,84.3,88.6,91.3,0,0,2.7
WIN039457,Napa,United States,Napa Valley,blend,20.05,2.43,5.92,8.0,7.0,4.72,6,8.3,10.2,78.3,76.0,81.3,78.6,78.3,0,0,-0.3
WIN039458,Rioja,Spain,Rioja,cab_sauv,11.82,4.79,4.3,6.0,6.0,8.25,2,4.5,14.1,79.9,79.9,85.5,82.7,81.4,0,0,-1.3
WIN039459,Napa,United States,Napa Valley,pinot_noir,28.15,4.92,4.92,8.0,7.0,9.74,9,2.6,13.9,84.7,87.3,76.9,82.1,83.1,0,0,1.0
WIN039460,generic_new_world,,Outras (novo mundo),shiraz,6.26,4.86,2.79,3.0,5.0,4.68,4,7.7,13.9,74.8,79.1,81.8,80.4,77.8,0,0,-2.6
WIN039461,generic_new_world,,Outras (novo mundo),blend,5.11,2.99,7.47,3.0,5.0,4.53,18,0.4,12.0,77.9,77.8,79.2,78.5,73.9,0,0,-4.6
WIN039462,Napa,United States,Napa Valley,malbec,49.07,4.31,2.29,8.0,7.0,5.12,3,1.8,11.9,79.7,83.3,84.1,83.7,86.0,0,0,2.3
WIN039463,generic_new_world,,Outras (novo mundo),cab_sauv,20.56,7.1,5.03,3.0,5.0,8.66,11,7.5,14.5,81.0,79.2,81.9,80.6,81.2,0,0,0.6
WIN039464,generic_new_world,,Outras (novo mundo),blend,20.87,3.97,2.32,3.0,5.0,4.29,29,3.1,15.4,78.7,78.6,75.4,77.0,73.9,0,0,-3.1
WIN039465,Tuscany,Italy,Toscana,merlot,18.42,7.76,4.78,7.0,7.0,8.73,7,7.3,13.1,87.5,92.1,86.9,89.5,87.9,0,0,-1.6
WIN039466,Mendoza,Argentina,Mendoza,cab_sauv,12.89,6.2,5.65,5.0,6.0,7.59,16,2.6,12.9,86.3,82.9,84.9,83.9,82.7,0,1,-1.2
WIN039467,Rioja,Spain,Rioja,blend,11.53,3.02,4.12,6.0,6.0,7.45,4,4.6,13.9,77.5,77.1,78.5,77.8,77.2,0,0,-0.6
WIN039468,Napa,United States,Napa Valley,sangiovese,24.15,5.91,5.34,8.0,7.0,6.18,9,0.7,15.4,84.6,83.5,80.6,82.0,82.5,0,0,0.5
WIN039469,Rioja,Spain,Rioja,tempranillo,9.89,7.53,5.35,6.0,6.0,7.51,7,1.7,12.8,87.5,88.2,84.8,86.5,84.0,0,1,-2.5
WIN039470,Tuscany,Italy,Toscana,pinot_noir,38.38,1.31,1.27,7.0,7.0,5.47,16,5.6,13.2,75.2,75.4,79.1,77.2,77.8,1,0,0.6
WIN039471,generic_new_world,,Outras (novo mundo),shiraz,9.19,3.25,6.12,3.0,5.0,7.51,23,2.7,16.0,76.8,73.1,78.8,75.9,73.2,0,0,-2.7
WIN039472,Napa,United States,Napa Valley,blend,27.67,3.43,6.22,8.0,7.0,9.4,5,0.3,12.6,81.2,79.8,83.2,81.5,82.6,0,0,1.1
WIN039473,Bordeaux,France,Bordeaux,pinot_noir,22.02,5.02,5.18,9.0,7.0,8.73,13,6.2,11.8,86.5,82.7,90.8,86.8,85.3,0,0,-1.5
WIN039474,Burgundy,France,Borgonha,malbec,59.2,7.81,2.76,9.0,8.0,7.78,4,3.4,12.6,83.6,79.9,82.5,81.2,82.4,1,0,1.2
WIN039475,generic_new_world,,Outras (novo mundo),tempranillo,22.18,7.52,1.6,3.0,5.0,3.83,5,5.0,14.1,82.1,84.2,83.0,83.6,83.6,0,0,0.0
WIN039476,generic_new_world,,Outras (novo mundo),blend,79.0,6.66,4.24,3.0,5.0,8.18,23,3.9,13.2,78.3,79.6,82.2,80.9,86.0,1,0,5.1
WIN039477,Barossa,Australia,Barossa Valley,blend,18.28,0.9,4.51,6.0,6.0,10.0,17,2.6,12.3,73.0,72.6,78.1,75.4,71.9,0,0,-3.5
WIN039478,Rioja,Spain,Rioja,blend,31.98,5.63,4.34,6.0,6.0,7.26,4,1.5,13.5,80.4,79.0,80.0,79.5,80.9,0,0,1.4
WIN039479,Barossa,Australia,Barossa Valley,tempranillo,34.65,6.96,6.96,6.0,6.0,10.0,3,1.5,14.4,88.0,86.9,81.0,84.0,86.8,0,0,2.8
WIN039480,Mendoza,Argentina,Mendoza,cab_sauv,26.11,5.08,5.56,5.0,6.0,9.41,42,2.6,13.9,84.1,88.1,74.5,81.3,81.1,0,0,-0.2
WIN039481,Mendoza,Argentina,Mendoza,blend,30.3,5.02,7.79,5.0,6.0,6.59,30,3.1,15.3,84.0,84.6,83.9,84.2,85.6,0,0,1.4
WIN039482,Bordeaux,France,Bordeaux,pinot_noir,18.82,5.42,7.24,9.0,7.0,3.07,4,3.9,12.6,87.1,83.9,91.2,87.6,89.4,0,0,1.8
WIN039483,Bordeaux,France,Bordeaux,blend,113.46,5.24,6.52,9.0,7.0,10.0,7,4.2,12.3,85.5,83.3,83.2,83.2,88.0,0,0,4.8
WIN039484,Tuscany,Italy,Toscana,sangiovese,36.62,2.58,1.46,7.0,7.0,8.93,3,3.9,14.7,74.7,79.4,77.2,78.3,78.8,1,0,0.5
WIN039485,Barossa,Australia,Barossa Valley,cab_sauv,15.34,5.78,5.83,6.0,6.0,7.72,16,2.7,12.6,85.2,84.2,79.5,81.8,80.2,0,0,-1.6
WIN039486,Bordeaux,France,Bordeaux,blend,50.49,4.24,5.41,9.0,7.0,5.35,8,0.7,15.4,81.3,82.8,78.8,80.8,82.6,1,0,1.8
WIN039487,Mendoza,Argentina,Mendoza,sangiovese,26.03,6.88,4.38,5.0,6.0,7.26,4,0.4,14.1,81.3,83.3,75.9,79.6,78.4,0,0,-1.2
WIN039488,Napa,United States,Napa Valley,pinot_noir,25.02,6.54,9.08,8.0,7.0,9.35,23,2.5,13.5,91.2,89.9,86.8,88.4,89.7,0,0,1.3
WIN039489,Mendoza,Argentina,Mendoza,pinot_noir,12.62,5.94,2.88,5.0,6.0,3.82,2,0.5,11.5,79.8,82.8,78.1,80.4,78.7,0,0,-1.7
WIN039490,Burgundy,France,Borgonha,merlot,36.85,4.85,2.05,9.0,8.0,1.29,8,7.2,12.2,81.0,84.5,83.5,84.0,84.1,0,0,0.1
WIN039491,Rioja,Spain,Rioja,shiraz,16.06,7.15,6.44,6.0,6.0,7.72,13,11.9,15.0,84.4,80.9,90.1,85.5,82.7,0,1,-2.8
WIN039492,Mendoza,Argentina,Mendoza,merlot,16.55,2.38,3.27,5.0,6.0,4.81,16,2.3,11.0,71.5,71.9,76.7,74.3,73.3,0,0,-1.0
WIN039493,Napa,United States,Napa Valley,cab_sauv,34.31,5.7,8.03,8.0,7.0,9.06,16,1.8,13.5,90.2,91.8,81.9,86.8,88.7,0,0,1.9
WIN039494,Burgundy,France,Borgonha,cab_sauv,125.19,5.59,4.67,9.0,8.0,8.33,1,2.4,11.4,85.8,86.2,85.3,85.8,91.4,0,0,5.6
WIN039495,Bordeaux,France,Bordeaux,merlot,40.52,5.62,7.37,9.0,7.0,9.89,10,3.5,11.1,87.2,87.7,86.8,87.2,88.8,0,0,1.6
WIN039496,Bordeaux,France,Bordeaux,sangiovese,63.73,6.36,1.76,9.0,7.0,9.29,10,2.2,13.6,83.7,83.5,80.7,82.1,86.1,0,0,4.0
WIN039497,Bordeaux,France,Bordeaux,shiraz,16.09,4.88,6.75,9.0,7.0,3.92,5,3.6,11.5,80.7,80.3,82.7,81.5,78.5,0,0,-3.0
WIN039498,Tuscany,Italy,Toscana,shiraz,10.69,7.92,8.63,7.0,7.0,5.12,18,1.1,14.0,95.9,99.3,91.0,95.2,90.4,0,1,-4.8
WIN039499,generic_new_world,,Outras (novo mundo),cab_sauv,102.13,0.87,7.67,3.0,5.0,10.0,6,2.2,14.1,74.5,73.5,70.0,71.8,76.3,1,0,4.5
WIN039500,generic_new_world,,Outras (novo mundo),pinot_noir,5.96,4.36,3.26,3.0,5.0,6.25,6,1.2,12.0,76.0,78.2,75.5,76.8,73.3,0,0,-3.5
WIN039501,Napa,United States,Napa Valley,merlot,31.24,4.62,3.82,8.0,7.0,8.16,8,1.3,12.5,84.1,81.6,81.9,81.8,81.6,0,0,-0.2
WIN039502,Tuscany,Italy,Toscana,merlot,26.38,4.32,5.48,7.0,7.0,6.42,3,1.0,13.7,85.1,84.0,81.8,82.9,82.4,0,0,-0.5
WIN039503,Barossa,Australia,Barossa Valley,sangiovese,26.35,0.8,6.29,6.0,6.0,6.52,8,3.3,14.5,77.2,79.4,78.8,79.1,78.8,0,0,-0.3
